"gene","3_38_F","3_39_F","3_10_M","3_11_M","3_8_M","3_9_M","18_46_F","18_47_F","18_45_M","18_53_M","24_58_M","24_59_M","24_60_M","24_61_M"
"1700029J03Rik",0,0,0,0,12,0,0,0,0,0,0,0,0,0
"1700029J07Rik",253,89,1,0,113,0,545,0,2898,83,246,157,408,0
"1700029J11Rik",0,0,1,0,0,0,0,0,29,0,0,0,0,0
"1700029M20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029N11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029P11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030A11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030C10Rik",301,0,0,0,147,0,690,964,37,343,28,40,1,0
"1700030F04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030F18Rik",0,0,0,0,0,0,0,0,0,0,94,0,0,0
"1700030J22Rik",12,1,0,0,0,0,0,0,0,0,0,0,0,0
"1700030K09Rik",331,1188,180,112,327,33,1,1180,0,435,2384,28,0,960
"1700030L20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030M09Rik",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"1700030N03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030O20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700031A10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700031F05Rik",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1700031M16Rik",0,0,0,0,0,0,0,0,7,0,0,0,0,0
"1700031P21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034F02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034G24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034H14Rik",740,1750,854,419,1504,351,1623,777,4846,1703,2600,292,2613,873
"1700034H15Rik",0,0,0,0,0,0,0,0,0,0,0,14,0,0
"1700034I23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034J05Rik",22,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034O15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034P13Rik",1,48,9,5,53,1,33,24,0,0,0,0,10,29
"1700036G14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700037C18Rik",0,190,0,0,42,0,462,2,0,0,0,0,242,0
"1700037H04Rik",522,628,30,107,927,226,273,863,1914,714,1803,1486,850,1200
"1700039E15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700039E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700040I03Rik",1209,992,381,0,702,115,1093,1442,3381,4891,1446,597,1934,376
"1700040L02Rik",0,0,0,0,0,0,2,0,0,0,0,0,0,0
"1700040N02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700041C23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700041M19Rik",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"1700042B14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042O10Rik",0,10,0,0,0,0,0,0,0,0,0,0,0,0
"1700044C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700044K03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700045H11Rik",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"1700045I19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700046C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047G03Rik",0,0,0,0,67,0,2,0,0,0,0,0,0,0
"1700047L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047M11Rik",143,0,0,0,0,0,0,141,1446,2,7,0,12,0
"1700048M11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700048O20Rik",22,0,63,0,174,0,237,0,0,0,254,0,88,0
"1700049E15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049G17Rik",86,0,0,0,106,0,0,0,9,16,910,0,32,0
"1700049L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700051A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700052I22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700052K11Rik",0,2,0,0,449,0,336,2,34,90,0,0,20,0
"1700052N19Rik",43,2,294,0,298,0,7,533,0,15,28,1143,0,603
"1700054A03Rik",14,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054K19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054M17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700054N08Rik",129,78,17,0,212,8,122,83,0,92,0,0,0,510
"1700054O13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700055C04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700055N04Rik",0,0,0,0,0,0,6,0,0,0,0,0,0,0
"1700056E22Rik",0,18,0,0,0,0,40,0,0,0,0,0,0,559
"1700057G04Rik",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"1700057H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700057K13Rik",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1700058G18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060C16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700060C20Rik",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"1700061F12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061G19Rik",11,0,0,0,196,1,0,2,0,166,0,0,0,0
"1700061I17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063A18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700063D05Rik",0,0,0,0,0,0,0,0,0,0,0,20,0,0
"1700063O14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064J06Rik",0,0,0,0,0,0,0,0,8,0,0,0,0,0
"1700064M15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065D16Rik",149,0,0,0,91,0,0,0,0,0,0,0,0,15
"1700065I16Rik",0,0,0,0,0,0,0,0,0,0,157,0,0,0
"1700065I17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065J11Rik",0,57,0,0,0,0,0,0,0,0,0,0,0,0
"1700065J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700065O20Rik",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"1700066B17Rik",0,0,0,0,0,0,0,0,0,7,0,0,0,0
"1700066B19Rik",0,0,0,0,0,0,3,0,0,0,0,245,0,5
"1700066J24Rik",0,0,0,0,27,0,0,0,0,0,0,0,0,0
"1700066M21Rik",0,133,307,0,235,64,0,0,0,2,0,4,29,910
"1700066N21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067G17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067K01Rik",0,59,3,0,0,0,0,0,0,594,0,0,0,465
"1700067P10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069P05Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1700071K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700071M16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700072B07Rik",0,0,26,0,0,0,0,0,0,0,0,0,0,0
"1700072O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700073E17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074P13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080O16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700081H04Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1700081H22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700081L11Rik",862,724,397,122,1879,306,2607,2145,1954,1185,1197,908,1627,1461
"1700084C01Rik",0,0,0,0,0,0,11,0,0,0,0,0,0,0
"1700084E18Rik",0,0,0,0,10,0,0,6,0,17,0,14,0,0
"1700084F23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084J12Rik",32,0,0,0,17,0,0,181,0,243,0,0,0,0
"1700085B03Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1700085C21Rik",0,56,0,0,0,0,0,0,0,0,0,0,0,0
"1700086L19Rik",81,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086O06Rik",0,0,0,8,157,1,163,0,0,41,208,308,0,0
"1700088E04Rik",75,60,0,0,113,0,100,0,528,42,278,0,643,4
"1700090G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700091E21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092C10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092E19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092K14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092M07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700093K21Rik",0,0,122,0,0,0,0,0,0,0,0,0,0,0
"1700094D03Rik",267,144,0,224,48,1,141,26,12,52,4,0,182,34
"1700094J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700094M24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095A21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095B10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700095B22Rik",0,0,0,0,4,0,0,0,0,0,0,0,0,0
"1700096J18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700096K18Rik",110,0,191,196,116,22,468,0,425,256,0,0,223,128
"1700097N02Rik",0,0,0,0,1,0,0,6,0,0,0,0,0,0
"1700100L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101E01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700101I11Rik",0,0,0,0,174,0,0,0,0,0,0,0,33,0
"1700101O22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700102H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,342,0
"1700102P08Rik",0,37,0,0,35,0,4,4,0,287,0,0,0,14
"1700104A03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700105P06Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1700106J16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700106N22Rik",812,108,456,287,249,82,120,800,1256,2445,1342,641,668,631
"1700108F19Rik",60,0,0,0,24,0,0,0,21,0,0,0,0,0
"1700108J01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700108M19Rik",0,0,0,0,1,0,0,0,0,0,0,0,0,15
"1700109F18Rik",0,0,83,0,0,0,15,0,0,0,0,0,0,0
"1700109G14Rik",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1700109G15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109H08Rik",70,13,0,0,26,2,0,0,0,1,154,0,0,114
"1700109I08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110C19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110I01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700110K17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1700110M21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700111N16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112E06Rik",91,15,90,0,418,36,261,778,1145,7276,4797,0,9,0
"1700112H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113A16Rik",332,46,135,283,339,32,1118,471,773,388,2486,656,76,1814
"1700113H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113I22Rik",125,149,70,0,22,0,248,11,0,31,236,63,0,67
"1700119H24Rik",0,0,0,0,0,0,10,0,0,0,0,0,0,0
"1700120C14Rik",0,1,1,0,0,0,0,0,0,10,0,0,3,0
"1700120E14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700120K04Rik",0,0,1,13,0,0,0,0,0,0,0,36,0,0
"1700121L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700121N20Rik",0,0,0,0,0,0,0,0,6,0,0,0,0,0
"1700122O11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123I01Rik",0,0,0,0,10,0,0,0,0,0,0,0,707,0
"1700123K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123M08Rik",49,0,0,0,50,15,0,13,0,153,0,0,0,0
"1700123O12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O20Rik",1881,1238,373,645,2276,72,1709,1808,6037,1916,8211,5755,1021,1146
"1700123O21Rik",0,28,0,0,0,0,0,0,0,0,0,0,0,0
"1700125D06Rik",0,0,0,0,63,0,0,0,0,0,0,0,0,0
"1700125G02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700125G22Rik",0,0,0,0,0,0,51,0,0,0,111,0,0,0
"1700125H03Rik",0,0,0,0,17,0,0,0,0,0,0,0,0,0
"1700125H20Rik",85,0,0,0,88,0,0,0,0,0,17,0,0,0
"1700126H18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700128A07Rik",172,0,64,0,71,0,248,0,103,0,0,0,0,0
"1700128F08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700129C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,6,0
"1810006J02Rik",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1810006K21Rik",3681,1407,1043,1115,2709,275,2020,2767,3379,8011,9473,2757,577,897
"1810007C17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810007D17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810007I06Rik",0,0,0,0,34,0,0,0,0,0,0,0,0,0
"1810008A18Rik",1239,1657,684,236,1331,360,882,2889,3126,899,2043,658,735,942
"1810008I18Rik",0,0,108,0,102,0,0,198,0,100,0,0,0,98
"1810009A15Rik",1222,465,665,404,601,28,659,378,3599,872,3970,139,422,928
"1810009J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810010D01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810010H24Rik",895,0,154,0,579,0,1116,1668,176,2795,1579,256,777,324
"1810011H11Rik",1,0,0,0,1,0,0,46,0,0,0,0,0,0
"1810011O10Rik",11,1133,1,160,442,54,541,144,313,526,3035,764,0,0
"1810012K16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810012P15Rik",46,1,0,0,208,0,58,757,0,0,0,43,0,26
"1810013A23Rik",0,0,0,0,0,6,60,0,0,0,0,0,0,0
"1810013D10Rik",319,568,634,0,1001,172,253,1463,1731,747,4044,0,1651,1306
"1810013L24Rik",10328,3594,3832,1324,7949,362,7477,11248,4626,2332,8874,3341,6975,8457
"1810014B01Rik",259,118,3,0,265,1,5,25,8,19,0,16,0,0
"1810014F10Rik",305,100,98,1,252,8,272,199,644,113,1075,351,0,285
"1810018F18Rik",0,0,0,0,0,0,0,0,0,0,0,10,0,0
"1810019D21Rik",2,0,0,0,0,0,2,0,45,0,135,0,0,0
"1810019J16Rik",0,1,1,0,1,1,21,7,0,0,318,0,0,13
"1810020D17Rik",1720,988,379,560,822,278,2286,2469,13873,6809,4430,42091,502,1139
"1810020O05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810021B22Rik",456,0,108,0,0,12,194,148,1039,134,371,249,1209,0
"1810022K09Rik",1298,859,589,469,1277,61,1836,2305,2689,3899,5838,1622,638,1503
"1810024B03Rik",78,19,2,0,34,3,19,106,15,25,38,0,15,10
"1810026B05Rik",1589,1478,782,311,1855,96,1184,2316,1397,2835,9698,9826,5283,4738
"1810026J23Rik",181,362,637,568,1381,408,820,1917,45,1724,4,583,467,1451
"1810027O10Rik",2630,1223,680,591,2314,118,1829,2893,7827,7844,5965,2964,246,792
"1810029B16Rik",710,803,274,562,375,23,1460,1728,1314,454,5164,3018,2593,1710
"1810030J14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,12
"1810030N24Rik",839,352,165,148,340,132,724,223,2487,118,680,521,333,170
"1810030O07Rik",1351,1186,1438,1166,3779,460,1138,3195,2,1233,5815,670,1155,1181
"1810031K17Rik",426,204,257,198,768,31,1175,2387,2654,5930,3199,223,112,2238
"1810032O08Rik",622,896,57,10,313,32,274,497,4051,270,68,1015,1395,549
"1810033B17Rik",0,0,0,0,1,0,42,45,0,14,0,0,28,0
"1810034E14Rik",140,144,127,0,467,39,584,1502,0,0,0,0,254,0
"1810035I16Rik",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1810035L17Rik",1145,783,408,167,885,87,600,649,1456,952,3663,1316,139,303
"1810037I17Rik",5055,2478,1793,1983,4215,236,4738,6897,18022,4613,18588,91570,2909,4208
"1810041L15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810043G02Rik",1670,1202,104,0,1507,2,3189,855,1197,2315,9852,1633,7340,2605
"1810043H04Rik",1342,1001,393,392,1011,146,1542,899,2259,3822,2488,358,174,712
"1810044D09Rik",0,37,0,0,0,0,0,0,0,67,24,0,0,0
"1810046J19Rik",3106,1215,1058,461,2286,90,4223,2773,11898,6797,7855,9914,1790,1211
"1810046K07Rik",0,0,0,0,0,0,0,0,0,3,0,0,0,0
"1810048J11Rik",434,358,64,19,741,111,1436,549,708,324,1338,1786,935,1851
"1810049H13Rik",28,0,142,110,40,0,440,230,0,134,0,63,0,364
"1810053B23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810055G02Rik",9043,10483,4053,1489,8770,758,11498,11676,4977,4600,4236,17527,5334,12233
"1810058I24Rik",4918,1694,1521,1299,3290,127,4081,2311,14845,3879,13873,11250,3976,2488
"1810062G17Rik",422,93,186,0,81,0,532,159,519,2498,3632,147466,523,371
"1810062O18Rik",0,40,81,0,43,1,206,1,0,439,0,179,149,0
"1810063B05Rik",538,165,249,283,552,138,1256,691,139,260,594,1015,995,468
"1810063B07Rik",869,1084,524,605,1095,99,2130,854,5248,30086,2342,1021,925,1445
"1810064F22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810065E05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810074P20Rik",2945,3445,1572,686,2573,400,4687,3110,4585,2831,7903,10529,3798,3231
"2010001E11Rik",0,0,0,0,0,0,0,0,0,2,0,0,0,0
"2010001M06Rik",123,55,54,102,29,4,110,103,459,51,0,79,9,47
"2010001M09Rik",0,0,0,0,13,0,41,9,2,9,0,0,0,0
"2010002M12Rik",45,22,0,0,21,0,1,627,0,0,0,1241,6,0
"2010002N04Rik",6005,8523,3776,2984,6643,498,12681,9140,6817,13663,12804,40209,22810,21999
"2010003K11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010003K15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010003O02Rik",236,216,162,81,323,12,62,175,1083,785,1762,94,37,39
"2010005H15Rik",0,0,0,0,39,0,0,0,0,0,0,0,0,0
"2010009K17Rik",0,0,0,0,25,0,0,0,0,0,0,0,0,0
"2010010A06Rik",0,0,15,0,11,0,0,0,0,0,0,0,0,0
"2010011I20Rik",638,437,104,77,728,2,984,204,365,2516,840,330,266,156
"2010012O05Rik",686,1075,700,277,951,70,966,1368,2044,3957,2624,954,1108,1439
"2010015L04Rik",298,353,132,89,291,97,264,3,0,227,0,0,2342,0
"2010016I18Rik",0,1,0,0,0,0,6,3,0,7,0,0,0,0
"2010106C02Rik",0,0,0,0,6,0,0,0,0,0,95,0,0,0
"2010106E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106G01Rik",8570,9770,3970,197,11091,967,9266,6899,1931,2220,2913,6767,7592,7306
"2010107E04Rik",2279,1202,719,361,2088,184,963,1638,3972,4325,6146,2294,375,553
"2010107G12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,510
"2010107G23Rik",0,0,0,0,0,0,0,4,0,0,676,0,0,0
"2010107H07Rik",579,246,156,103,455,14,487,115,392,1813,894,294,49,96
"2010109A12Rik",0,0,0,0,135,0,0,0,0,0,15,0,0,0
"2010109I03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010109K11Rik",1491,783,1206,573,3387,130,2262,1133,1854,4564,639,3395,2421,750
"2010110P09Rik",173,0,1,0,0,22,277,951,0,5,1976,0,0,379
"2010111I01Rik",1243,1586,589,344,2759,79,3688,654,8891,5537,6573,2281,804,1956
"2010204K13Rik",122,13,4,0,0,0,57,26,315,23,286,37,0,0
"2010300C02Rik",0,0,0,0,0,0,0,0,50,0,0,0,0,0
"2010305A19Rik",175,276,133,0,41,37,136,784,16,271,914,99,0,323
"2010308F09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010310C07Rik",50,79,47,46,199,0,0,0,0,0,82,0,0,0
"2010315B03Rik",114,0,160,286,816,417,6,272,697,678,89,0,4,3
"2010317E24Rik",0,0,1,0,0,2,2,36,0,0,0,0,0,5
"2010320M18Rik",383,154,31,171,70,25,20,59,2699,127,619,7,220,106
"2010321M09Rik",862,606,124,695,1508,51,488,1273,12,228,333,39,67,688
"2200002D01Rik",268,168,16,0,13,5,207,279,30,207,1074,49,49,25
"2200002J24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2200002K05Rik",0,0,1,0,0,0,0,8,0,0,0,0,0,0
"2210009G21Rik",386,0,0,753,165,17,7,4,0,0,0,0,0,197
"2210010C04Rik",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2210010C17Rik",16,0,0,0,1,0,0,0,0,0,0,0,0,0
"2210012G02Rik",857,409,178,12,477,82,508,278,58,84,1473,157,918,10
"2210013O21Rik",4251,1281,795,478,1801,552,3295,1683,6415,10291,6617,3908,3558,2817
"2210015D19Rik",647,248,56,766,1431,0,888,263,1264,1282,389,804,699,13
"2210016F16Rik",2470,1388,1032,1285,2319,375,2928,1941,4483,18677,5513,1445,1690,2625
"2210016L21Rik",1788,95,521,202,1242,53,2592,1962,5883,2130,4830,168128,4563,780
"2210018M11Rik",18,1074,137,6,2261,68,75,398,3,92,1147,82,9,955
"2210019I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210020M01Rik",1,1,1,0,0,0,2,255,2,0,0,0,0,471
"2210021J22Rik",541,163,323,315,481,105,2135,1492,0,6810,2118,2022,1255,359
"2210039B01Rik",25,0,0,0,43,0,1,0,0,0,1507,0,0,0
"2210403K04Rik",4442,5043,3414,359,4745,653,5539,7046,7234,2309,7155,8942,4335,3433
"2210404J11Rik",350,0,74,2,55,0,307,1,3,86,0,0,80,97
"2210404O07Rik",92,315,52,0,0,0,0,21,0,0,0,0,122,275
"2210404O09Rik",13,0,0,66,65,9,92,9,0,17,750,0,6,0
"2210407C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210408F21Rik",524,67,9,0,504,67,943,62,550,710,2249,367,396,861
"2210408I21Rik",0,34,140,145,1009,27,59,124,2512,0,204,0,113,65
"2210409D07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210409E12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210411K11Rik",425,199,227,398,327,20,1132,357,443,3284,402,219,0,266
"2210414B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,4,0
"2210415F13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210416O15Rik",0,0,8,0,7,2,0,0,0,0,0,0,0,259
"2210417A02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210417K05Rik",0,0,0,0,53,0,19,0,0,0,0,0,0,0
"2210420H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300002M23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300003K06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300005B03Rik",0,0,0,0,35,0,0,41,0,0,256,0,0,0
"2300009A05Rik",172,257,176,126,321,106,52,302,0,1393,1187,388,410,33
"2310001A20Rik",1921,3042,337,823,1567,888,1063,2321,0,515,1041,760,876,1321
"2310001H17Rik",1,0,3,0,42,3,113,276,5,133,0,0,6,1
"2310001H18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310001K24Rik",74,3,0,0,0,0,0,0,0,0,0,0,0,0
"2310002D06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310002J15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310002L09Rik",0,0,0,0,0,0,0,0,0,0,0,7,0,0
"2310002L13Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2310003C23Rik",144,1496,133,183,981,209,1045,109,4409,175,1140,64,118,149
"2310003F16Rik",2906,1866,912,1176,2874,315,2574,2754,6357,19039,10249,4871,1192,2017
"2310003H01Rik",336,2436,303,6,802,24,912,724,22,118,842,0,0,50
"2310003L22Rik",986,390,453,0,405,145,218,1209,4411,9098,4817,9519,1467,26
"2310004I24Rik",895,76,125,5,556,51,1059,568,161,68,0,925,2900,236
"2310004N24Rik",2452,1342,683,0,1563,119,2800,3578,7175,910,4917,5122,765,2083
"2310005A03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310005E17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310005G13Rik",0,0,0,0,0,0,0,0,0,4,0,0,0,0
"2310007B03Rik",0,0,13,0,0,0,0,0,0,0,0,0,0,0
"2310007L24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310008H04Rik",952,833,612,106,1322,76,332,689,2275,7576,2114,644,1353,187
"2310008H09Rik",513,172,284,104,1186,51,616,114,477,444,1738,495,1229,1517
"2310008N11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310009A05Rik",640,238,201,125,508,25,377,440,590,4480,955,673,179,127
"2310009B15Rik",480,182,345,0,531,2,385,366,1239,500,3675,534,179,1048
"2310010J17Rik",218,146,3,0,74,34,254,414,213,972,1387,115,58,94
"2310010M20Rik",2,0,0,0,0,0,0,0,0,0,0,8,32,0
"2310011J03Rik",1670,440,475,1,827,2,3460,1718,1420,1992,9,1308,4471,1458
"2310014F07Rik",0,0,6,0,22,0,0,0,0,0,0,0,0,105
